Mix_ID,Cement,GGBS,FlyAsh,Water,Admixture,CoarseAggregate,Sand,age,Strength,WBRatio
56,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956,0.5800604229607251
57,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796,0.48
58,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,0.5800604229607251
59,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,0.6
60,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564,0.48
61,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282644,0.6
62,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232,0.6
63,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,0.6193548387096774
64,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112244,0.6
65,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,0.6
66,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264,0.6
67,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604,0.5501432664756447
68,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,0.48
69,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808,0.6
70,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,0.30103092783505153
71,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,0.3020241477272727
72,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,0.3049522154648132
73,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0.2889139845661585
74,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,0.284961415396198
75,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,0.27005119453924914
76,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,0.30498484338160997
77,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,0.23507335380416242
78,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0.2889139845661585
79,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,0.32509779699402924
80,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,0.26689252776209305
81,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,0.2889139845661585
82,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,0.2930547713156409
83,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,0.29687814702920445
84,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0.2989485134155185
85,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,0.30305028854080795
86,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,0.2899943470887507
87,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0.2989485134155185
88,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,0.2970032840722495
89,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0.2989485134155185
90,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,0.30194805194805197
91,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,0.25202971152185183
92,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,0.2989485134155185
93,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,0.33194154488517746
94,374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,0.3020241477272727
95,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,0.3049522154648132
96,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0.2889139845661585
97,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,0.284961415396198
98,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,0.27005119453924914
99,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,0.30498484338160997
100,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,0.23507335380416242
101,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0.2889139845661585
102,388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,0.32509779699402924
103,531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,0.26689252776209305
104,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,0.2889139845661585
105,318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744,0.2930547713156409
106,401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,0.29687814702920445
107,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0.2989485134155185
108,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,0.30305028854080795
109,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,0.2899943470887507
110,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0.2989485134155185
111,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.99702236,0.2970032840722495
112,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,0.2989485134155185
113,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,0.30194805194805197
114,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,0.25202971152185183
115,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,0.2989485134155185
116,337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316,0.33194154488517746
117,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,0.3020241477272727
118,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,0.3049522154648132
119,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0.2889139845661585
120,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,0.284961415396198
121,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148,0.27005119453924914
122,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,0.30498484338160997
123,469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,0.23507335380416242
124,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0.2889139845661585
125,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,0.32509779699402924
126,531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,0.26689252776209305
127,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0.2889139845661585
128,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,0.2930547713156409
129,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,0.29687814702920445
130,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,0.2989485134155185
131,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,0.30305028854080795
132,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,0.2899943470887507
133,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,0.2989485134155185
134,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,0.2970032840722495
135,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,0.2989485134155185
136,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,0.30194805194805197
137,389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,0.25202971152185183
138,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,0.2989485134155185
139,337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,0.33194154488517746
140,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,0.3020241477272727
141,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,0.3049522154648132
142,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0.2889139845661585
143,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,0.284961415396198
144,375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,0.27005119453924914
145,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,0.30498484338160997
146,469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,0.23507335380416242
147,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0.2889139845661585
148,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,0.32509779699402924
149,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328,0.26689252776209305
150,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,0.2889139845661585
151,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,0.2930547713156409
152,401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808963999999,0.29687814702920445
153,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0.2989485134155185
154,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,0.30305028854080795
155,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,0.2899943470887507
156,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0.2989485134155185
157,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,0.2970032840722495
158,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0.2989485134155185
159,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,0.30194805194805197
160,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999,0.25202971152185183
161,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0.2989485134155185
162,337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,0.33194154488517746
163,374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,0.3020241477272727
164,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,0.3049522154648132
165,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0.2889139845661585
166,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,0.284961415396198
167,375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,0.27005119453924914
168,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,0.30498484338160997
169,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999,0.23507335380416242
170,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0.2889139845661585
171,388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,0.32509779699402924
172,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,0.26689252776209305
173,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0.2889139845661585
174,318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,0.2930547713156409
175,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999,0.29687814702920445
176,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0.2989485134155185
177,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,0.2899943470887507
178,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0.2989485134155185
179,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,0.2970032840722495
180,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0.2989485134155185
181,439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,0.30194805194805197
182,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,0.25202971152185183
183,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,0.2989485134155185
184,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,0.33194154488517746
185,222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204,0.5933297808983481
186,222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,0.5933297808983481
187,222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,0.5933297808983481
188,222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,0.5933297808983481
189,222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,0.5933297808983481
190,233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,0.6026066567191449
191,233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,0.6026066567191449
192,233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,0.6026066567191449
193,233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,0.6026066567191449
194,233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,0.6026066567191449
195,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,0.5610433604336044
196,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,0.5610433604336044
197,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,0.5610433604336044
198,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,0.5610433604336044
199,194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,0.5610433604336044
200,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,0.5129713996456592
201,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,0.5129713996456592
202,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,0.5129713996456592
203,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,0.5129713996456592
204,190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,0.5129713996456592
205,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,0.5403518235488028
206,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,0.5403518235488028
207,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,0.5403518235488028
208,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,0.5403518235488028
209,212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,0.5403518235488028
210,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,0.5612438268060181
211,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,0.5612438268060181
212,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,0.5612438268060181
213,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,0.5612438268060181
214,229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,0.5612438268060181
215,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,0.5129627281947262
216,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342,0.5129627281947262
217,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,0.5129627281947262
218,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,0.5129627281947262
219,190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,0.5129627281947262
220,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036,0.5357663347097401
221,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296,0.5357663347097401
222,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,0.5357663347097401
223,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,0.5357663347097401
224,166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074,0.5357663347097401
225,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,0.32565666292194945
226,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546,0.32565666292194945
227,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616,0.32565666292194945
228,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314,0.32565666292194945
229,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844,0.32565666292194945
230,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236,0.5403532770310456
231,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732,0.5403532770310456
232,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404,0.5403532770310456
233,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264,0.5403532770310456
234,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368,0.5403532770310456
235,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112,0.5403460783730748
236,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412,0.5403460783730748
237,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246,0.5403460783730748
238,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936,0.5403460783730748
239,213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.97322048,0.5403460783730748
240,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012,0.561263799448022
241,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812,0.561263799448022
242,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084,0.561263799448022
243,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372,0.561263799448022
244,229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776,0.561263799448022
245,238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116,0.5619580924855491
246,238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576,0.5619580924855491
247,238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226,0.5619580924855491
248,238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971192,0.5619580924855491
249,238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833,0.5619580924855491
250,250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904,0.5421620527061818
251,250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264,0.5421620527061818
252,250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288,0.5421620527061818
253,250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084,0.5421620527061818
254,250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592,0.5421620527061818
255,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864,0.5091885327111765
256,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.31040416,0.5091885327111765
257,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364,0.5091885327111765
258,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,0.5091885327111765
259,212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,0.5091885327111765
260,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584,0.509170501022495
261,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168,0.509170501022495
262,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073,0.509170501022495
263,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964,0.509170501022495
264,212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824,0.509170501022495
265,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556,0.47211829681097456
266,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372,0.47211829681097456
267,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984,0.47211829681097456
268,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564,0.47211829681097456
269,212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606,0.47211829681097456
270,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764,0.49228853609531087
271,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,0.49228853609531087
272,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592,0.49228853609531087
273,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868,0.49228853609531087
274,231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,0.49228853609531087
275,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,0.5098203657612812
276,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316,0.5098203657612812
277,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276,0.5098203657612812
278,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312,0.5098203657612812
279,251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,0.5098203657612812
280,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828,0.5098203657612812
281,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468,0.5098203657612812
282,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812,0.5098203657612812
283,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464,0.5098203657612812
284,251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112,0.5098203657612812
285,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,0.48678205459398954
286,181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308,0.48678205459398954
